tran troop from 咸阳 to 长安城, rea=399, anding=398,value from 16931 to 16931tran troop from 长安城 to 武关, rea=389, anding=298,value from 16900 to 16900tran troop from 武关 to 宛城, rea=379, anding=293,value from 16900 to 16900
tran troop from 襄阳 to 澶溪, rea=371, anding=215,value from 14000 to 14000
tran gold from 洛阳城 to 壶关, rea=264, anding=264,value from 60000 to 57600
tran gold from 壶关 to 晋阳, rea=138, anding=138,value from 50000 to 45500
tran stuff from 永安 to 江州, rea=112, anding=112,value from 140000 to 124600
tran troop from 建业 to 合淝, rea=398, anding=238,value from 3908 to 3908
tran troop from 合淝 to 庐江, rea=388, anding=230,value from 3908 to 3908
tran gold from 永安 to 江州, rea=111, anding=111,value from 32000 to 28800
tran troop from 庐江 to 西塞山, rea=372, anding=229,value from 3958 to 3958
tran troop from 西塞山 to 柴桑, rea=362, anding=237,value from 3958 to 3958
tran troop from 南皮 to 渤海, rea=395, anding=240,value from 10418 to 10418
tran troop from 渤海 to 北海, rea=373, anding=104,value from 10753 to 10430
tran troop from 北海 to 下邳, rea=352, anding=159,value from 12253 to 12253
tran stuff from 徐州 to 小沛, rea=179, anding=179,value from 20000 to 18600
tran troop from 下邳 to 小沛, rea=371, anding=164,value from 12735 to 12735
tran troop from 小沛 to 徐州, rea=361, anding=228,value from 12735 to 12735
tran troop from 安定城 to 泾阳, rea=387, anding=296,value from 23769 to 23769
tran troop from 泾阳 to 咸阳, rea=349, anding=353,value from 25763 to 25763
tran troop from 弘农城 to 函谷关, rea=400, anding=190,value from 1537 to 1537
tran troop from 函谷关 to 潼关, rea=390, anding=46,value from 1537 to 1458
tran troop from 潼关 to 华阴, rea=380, anding=63,value from 1458 to 1393
tran troop from 华阴 to 长安城, rea=370, anding=192,value from 1393 to 1393
tran gold from 壶关 to 邺城, rea=268, anding=268,value from 10000 to 10000
tran troop from 邺城 to 壶关, rea=368, anding=268,value from 6000 to 6000
tran troop from 壶关 to 晋阳, rea=358, anding=149,value from 6000 to 6000
tran troop from 晋阳 to 壶关, rea=369, anding=149,value from 7047 to 7047
tran troop from 柴桑 to 豫章, rea=400, anding=244,value from 5801 to 5801
tran gold from 长沙 to 武陵, rea=297, anding=297,value from 20000 to 19600
tran gold from 武陵 to 夷陵, rea=170, anding=170,value from 10000 to 9200
tran gold from 桂阳 to 长沙, rea=389, anding=389,value from 100000 to 100000
tran troop from 豫章 to 柴桑, rea=359, anding=208,value from 7751 to 7751
tran troop from 汝南 to 寿春, rea=383, anding=370,value from 10000 to 10000
tran troop from 寿春 to 汝南, rea=337, anding=370,value from 11666 to 11666
tran troop from 徐州 to 小沛, rea=395, anding=241,value from 10000 to 10000
tran troop from 小沛 to 下邳, rea=385, anding=146,value from 10000 to 10000
tran troop from 下邳 to 北海, rea=347, anding=162,value from 10850 to 10850
tran troop from 上庸 to 澶溪, rea=394, anding=200,value from 9728 to 9728
tran troop from 澶溪 to 襄阳, rea=384, anding=212,value from 9728 to 9728
tran troop from 北海 to 下邳, rea=379, anding=160,value from 11965 to 11965
tran troop from 下邳 to 小沛, rea=363, anding=145,value from 11965 to 11965
tran troop from 下邳 to 小沛, rea=363, anding=145,value from 150 to 150
tran troop from 小沛 to 徐州, rea=353, anding=240,value from 12115 to 12115
tran troop from 濮阳 to 定陶, rea=386, anding=148,value from 11942 to 11942
tran troop from 陈留 to 定陶, rea=400, anding=257,value from 15084 to 15084
tran troop from 壶关 to 洛阳城, rea=359, anding=258,value from 7047 to 7047
tran troop from 洛阳城 to 宛城, rea=349, anding=382,value from 7047 to 7047
tran troop from 咸阳 to 长安城, rea=398, anding=322,value from 26983 to 26983
tran troop from 长安城 to 武关, rea=387, anding=234,value from 15000 to 15000
tran troop from 武关 to 宛城, rea=377, anding=273,value from 15000 to 15000
tran troop from 邺城 to 壶关, rea=364, anding=250,value from 4000 to 4000
tran troop from 壶关 to 洛阳城, rea=354, anding=258,value from 4000 to 4000
tran troop from 洛阳城 to 宛城, rea=344, anding=382,value from 4000 to 4000
tran troop from 长安城 to 五丈原, rea=388, anding=253,value from 4000 to 4000
tran troop from 柴桑 to 西塞山, rea=375, anding=233,value from 8481 to 8481
tran troop from 西塞山 to 江夏, rea=365, anding=227,value from 8481 to 8481
tran troop from 江夏 to 长坂坡, rea=355, anding=205,value from 8481 to 8481
tran troop from 长坂坡 to 襄阳, rea=345, anding=215,value from 8481 to 8481
tran troop from 长沙 to 武陵, rea=366, anding=303,value from 1000 to 1000
tran troop from 武陵 to 夷陵, rea=356, anding=214,value from 1000 to 1000
tran troop from 长安城 to 五丈原, rea=388, anding=263,value from 2000 to 2000
tran gold from 夷陵 to 永安, rea=143, anding=143,value from 5000 to 4550
tran stuff from 夷陵 to 永安, rea=143, anding=143,value from 85000 to 77350
tran gold from 官渡 to 邺城, rea=291, anding=291,value from 50000 to 49000
tran stuff from 桂阳 to 长沙, rea=355, anding=355,value from 1000000 to 1000000
tran gold from 桂阳 to 长沙, rea=355, anding=355,value from 40000 to 40000
tran gold from 长沙 to 武陵, rea=303, anding=303,value from 30000 to 30000
tran troop from 长安城 to 武关, rea=388, anding=233,value from 7381 to 7381
tran troop from 武关 to 宛城, rea=378, anding=273,value from 7381 to 7381
tran gold from 武陵 to 夷陵, rea=214, anding=214,value from 30000 to 28200
tran troop from 宛城 to 洛阳城, rea=357, anding=382,value from 8000 to 8000
tran gold from 夷陵 to 永安, rea=144, anding=144,value from 28000 to 25200
tran stuff from 长沙 to 武陵, rea=303, anding=303,value from 1000000 to 980000
tran troop from 汝南 to 谯城, rea=398, anding=366,value from 11300 to 11300
tran stuff from 武陵 to 夷陵, rea=214, anding=214,value from 980000 to 980000
tran troop from 徐州 to 谯城, rea=399, anding=377,value from 15600 to 15600
tran stuff from 洛阳城 to 虎牢关, rea=270, anding=270,value from 20000 to 20000
tran troop from 定陶 to 谯城, rea=392, anding=279,value from 27000 to 27000
tran troop from 洛阳城 to 虎牢关, rea=347, anding=270,value from 8000 to 8000
tran stuff from 夷陵 to 永安, rea=144, anding=144,value from 200000 to 182000
tran troop from 虎牢关 to 许昌, rea=337, anding=279,value from 8000 to 8000
tran stuff from 夷陵 to 永安, rea=190, anding=190,value from 780000 to 717600
tran troop from 襄阳 to 澶溪, rea=396, anding=209,value from 24852 to 24852
tran gold from 上庸 to 新野, rea=275, anding=275,value from 20000 to 19200
tran troop from 澶溪 to 新野, rea=386, anding=100,value from 24852 to 24305
tran stuff from 上庸 to 新野, rea=275, anding=275,value from 500000 to 485000
tran troop from 五丈原 to 长安城, rea=378, anding=263,value from 4000 to 4000
tran troop from 长安城 to 武关, rea=368, anding=233,value from 4000 to 4000
tran troop from 武关 to 宛城, rea=358, anding=243,value from 4000 to 4000
tran troop from 上庸 to 新野, rea=393, anding=288,value from 10000 to 10000
tran stuff from 新野 to 博望坡, rea=131, anding=131,value from 300000 to 270000
tran gold from 新野 to 博望坡, rea=131, anding=131,value from 20000 to 18000
tran stuff from 谯城 to 许昌, rea=186, anding=186,value from 1000000 to 920000
tran gold from 谯城 to 许昌, rea=186, anding=186,value from 150000 to 139500
tran stuff from 合淝 to 建业, rea=237, anding=237,value from 171616 to 161319
tran gold from 合淝 to 建业, rea=237, anding=237,value from 10000 to 9500
tran stuff from 合淝 to 建业, rea=237, anding=237,value from 171616 to 171616
tran troop from 汝南 to 寿春, rea=391, anding=345,value from 2000 to 2000
tran stuff from 合淝 to 建业, rea=237, anding=237,value from 171616 to 163035
tran troop from 合淝 to 寿春, rea=397, anding=224,value from 200 to 200
tran troop from 寿春 to 汝南, rea=381, anding=345,value from 2000 to 2000
tran troop from 虎牢关 to 许昌, rea=374, anding=132,value from 23187 to 23001
tran troop from 宛城 to 武关, rea=346, anding=265,value from 15000 to 15000
tran troop from 武关 to 长安城, rea=336, anding=228,value from 15000 to 15000
tran troop from 长安城 to 泾阳, rea=326, anding=289,value from 15000 to 15000
tran troop from 上庸 to 澶溪, rea=391, anding=215,value from 10000 to 10000
tran troop from 澶溪 to 襄阳, rea=381, anding=215,value from 10000 to 10000
tran troop from 襄阳 to 长坂坡, rea=365, anding=220,value from 10100 to 10100
tran troop from 长坂坡 to 江夏, rea=355, anding=200,value from 10100 to 10100
tran troop from 江夏 to 西塞山, rea=345, anding=217,value from 10100 to 10100
tran troop from 西塞山 to 庐江, rea=335, anding=237,value from 10100 to 10100
tran troop from 博望坡 to 新野, rea=392, anding=223,value from 33500 to 33500
tran troop from 新野 to 上庸, rea=382, anding=296,value from 33500 to 33500
tran gold from 博望坡 to 新野, rea=223, anding=223,value from 8000 to 8000
tran stuff from 博望坡 to 新野, rea=223, anding=223,value from 220000 to 206800
tran troop from 庐江 to 濡须口, rea=388, anding=230,value from 10439 to 10439
tran troop from 濡须口 to 建业, rea=378, anding=230,value from 10439 to 10439
tran troop from 建业 to 吴郡, rea=344, anding=398,value from 11296 to 11296
tran troop from 吴郡 to 建业, rea=363, anding=332,value from 12653 to 12653
tran troop from 建业 to 濡须口, rea=332, anding=200,value from 13576 to 13576
tran troop from 濡须口 to 庐江, rea=322, anding=202,value from 13576 to 13576
tran troop from 泾阳 to 长安城, rea=386, anding=360,value from 21219 to 21219
tran troop from 长安城 to 泾阳, rea=347, anding=380,value from 23255 to 23255
tran troop from 许昌 to 谯城, rea=364, anding=300,value from 15000 to 15000
tran troop from 汝南 to 寿春, rea=383, anding=343,value from 7628 to 7628
tran gold from 长沙 to 赤壁, rea=362, anding=362,value from 10000 to 10000
tran gold from 赤壁 to 华容, rea=300, anding=300,value from 10000 to 10000
tran troop from 上庸 to 澶溪, rea=397, anding=218,value from 20000 to 20000
tran gold from 华容 to 公安, rea=208, anding=208,value from 10000 to 9400
tran troop from 澶溪 to 襄阳, rea=387, anding=174,value from 20000 to 20000
tran troop from 谯城 to 定陶, rea=361, anding=264,value from 16687 to 16687
tran stuff from 长沙 to 赤壁, rea=362, anding=362,value from 100000 to 100000
tran troop from 定陶 to 濮阳, rea=351, anding=158,value from 16687 to 16687
tran stuff from 赤壁 to 华容, rea=300, anding=300,value from 100000 to 100000
tran stuff from 华容 to 公安, rea=208, anding=208,value from 100000 to 100000
tran troop from 寿春 to 下邳, rea=351, anding=214,value from 9476 to 9476
tran troop from 濮阳 to 定陶, rea=347, anding=153,value from 100 to 100
tran troop from 濮阳 to 定陶, rea=347, anding=153,value from 100 to 100
tran troop from 濮阳 to 定陶, rea=347, anding=153,value from 17501 to 17501
tran troop from 定陶 to 陈留, rea=337, anding=235,value from 100 to 100
tran troop from 定陶 to 陈留, rea=337, anding=235,value from 100 to 100
tran troop from 定陶 to 陈留, rea=337, anding=235,value from 17501 to 17501
tran troop from 陈留 to 定陶, rea=383, anding=226,value from 19791 to 19791
tran troop from 定陶 to 谯城, rea=373, anding=255,value from 19791 to 19791
tran troop from 谯城 to 许昌, rea=363, anding=296,value from 19791 to 19791
tran troop from 陈留 to 定陶, rea=383, anding=226,value from 100 to 100
tran troop from 定陶 to 谯城, rea=373, anding=255,value from 100 to 100
tran troop from 谯城 to 许昌, rea=363, anding=296,value from 100 to 100
tran troop from 陈留 to 定陶, rea=383, anding=226,value from 100 to 100
tran troop from 定陶 to 谯城, rea=373, anding=255,value from 100 to 100
tran troop from 谯城 to 许昌, rea=363, anding=296,value from 100 to 100
tran troop from 官渡 to 许昌, rea=387, anding=145,value from 41541 to 41541
tran troop from 官渡 to 许昌, rea=387, anding=145,value from 100 to 100
tran troop from 官渡 to 许昌, rea=387, anding=145,value from 100 to 100
tran troop from 许昌 to 虎牢关, rea=377, anding=220,value from 41541 to 41541
tran troop from 许昌 to 虎牢关, rea=377, anding=220,value from 100 to 100
tran troop from 许昌 to 虎牢关, rea=377, anding=220,value from 100 to 100
tran stuff from 谯城 to 许昌, rea=294, anding=294,value from 100000 to 98000
tran stuff from 谯城 to 许昌, rea=294, anding=294,value from 1000000 to 980000
tran stuff from 许昌 to 虎牢关, rea=220, anding=220,value from 1000000 to 940000
tran stuff from 虎牢关 to 洛阳城, rea=128, anding=128,value from 940000 to 846000
tran troop from 虎牢关 to 洛阳城, rea=367, anding=187,value from 100 to 100
tran troop from 虎牢关 to 洛阳城, rea=367, anding=187,value from 100 to 100
tran gold from 许昌 to 虎牢关, rea=220, anding=220,value from 50000 to 50000
tran gold from 虎牢关 to 洛阳城, rea=187, anding=187,value from 60000 to 55800
tran troop from 下邳 to 寿春, rea=347, anding=215,value from 13533 to 13533
tran troop from 下邳 to 寿春, rea=347, anding=215,value from 700 to 700
tran troop from 下邳 to 寿春, rea=347, anding=215,value from 700 to 700
tran troop from 襄阳 to 长坂坡, rea=400, anding=204,value from 13000 to 13000
tran troop from 长坂坡 to 江夏, rea=390, anding=194,value from 13000 to 13000
tran troop from 江夏 to 西塞山, rea=385, anding=213,value from 15397 to 15397
tran troop from 西塞山 to 柴桑, rea=375, anding=231,value from 15397 to 15397
tran stuff from 寿春 to 下邳, rea=271, anding=271,value from 500000 to 480000
tran stuff from 下邳 to 北海, rea=118, anding=118,value from 50000 to 45000
tran troop from 襄阳 to 澶溪, rea=368, anding=191,value from 11416 to 11416
tran troop from 澶溪 to 上庸, rea=358, anding=205,value from 11416 to 11416
tran troop from 寿春 to 下邳, rea=378, anding=276,value from 13439 to 13439
tran troop from 下邳 to 寿春, rea=324, anding=276,value from 250 to 250
tran troop from 下邳 to 寿春, rea=324, anding=276,value from 490 to 490
tran troop from 下邳 to 北海, rea=324, anding=153,value from 14539 to 14539
tran stuff from 寿春 to 下邳, rea=276, anding=276,value from 1000000 to 1000000
tran stuff from 下邳 to 北海, rea=153, anding=153,value from 500000 to 455000
tran troop from 洛阳城 to 虎牢关, rea=369, anding=249,value from 15000 to 15000
tran troop from 虎牢关 to 许昌, rea=359, anding=237,value from 15000 to 15000
tran troop from 许昌 to 谯城, rea=349, anding=319,value from 15000 to 15000
tran troop from 谯城 to 徐州, rea=339, anding=383,value from 15000 to 15000
tran troop from 徐州 to 谯城, rea=361, anding=383,value from 16049 to 16049
tran troop from 谯城 to 定陶, rea=351, anding=281,value from 16049 to 16049
tran troop from 定陶 to 濮阳, rea=341, anding=163,value from 16049 to 16049
tran troop from 北海 to 下邳, rea=325, anding=161,value from 17526 to 17526
tran troop from 北海 to 下邳, rea=325, anding=161,value from 650 to 650
tran troop from 北海 to 下邳, rea=325, anding=161,value from 691 to 691
tran troop from 下邳 to 寿春, rea=337, anding=273,value from 650 to 650
tran troop from 下邳 to 寿春, rea=337, anding=273,value from 691 to 691
tran troop from 下邳 to 寿春, rea=337, anding=273,value from 17458 to 17458
tran troop from 濮阳 to 定陶, rea=365, anding=164,value from 1050 to 1050
tran troop from 定陶 to 谯城, rea=355, anding=280,value from 1050 to 1050
tran troop from 谯城 to 汝南, rea=345, anding=339,value from 1050 to 1050
tran troop from 濮阳 to 定陶, rea=365, anding=164,value from 550 to 550
tran troop from 定陶 to 谯城, rea=355, anding=280,value from 550 to 550
tran troop from 谯城 to 汝南, rea=342, anding=339,value from 550 to 550
tran troop from 濮阳 to 定陶, rea=363, anding=164,value from 18337 to 18337
tran troop from 定陶 to 陈留, rea=353, anding=268,value from 18337 to 18337
tran troop from 寿春 to 汝南, rea=329, anding=348,value from 1600 to 1600
tran troop from 寿春 to 汝南, rea=329, anding=348,value from 1881 to 1881
tran troop from 长沙 to 桂阳, rea=377, anding=377,value from 22392 to 22392
tran troop from 柴桑 to 西塞山, rea=399, anding=226,value from 10000 to 10000
tran troop from 西塞山 to 江夏, rea=389, anding=187,value from 10000 to 10000
tran troop from 汝南 to 寿春, rea=321, anding=348,value from 2650 to 2650
tran troop from 汝南 to 寿春, rea=321, anding=348,value from 2431 to 2431
tran troop from 陈留 to 定陶, rea=373, anding=251,value from 19563 to 19563
tran troop from 定陶 to 谯城, rea=363, anding=248,value from 19563 to 19563
tran troop from 江夏 to 长坂坡, rea=396, anding=168,value from 6000 to 6000
tran troop from 谯城 to 徐州, rea=331, anding=316,value from 21037 to 21037
tran troop from 长坂坡 to 襄阳, rea=386, anding=192,value from 6000 to 6000
tran troop from 寿春 to 汝南, rea=335, anding=311,value from 2650 to 2650
tran troop from 襄阳 to 澶溪, rea=375, anding=189,value from 6000 to 6000
tran troop from 寿春 to 汝南, rea=335, anding=310,value from 2431 to 2431
tran troop from 澶溪 to 上庸, rea=365, anding=189,value from 6000 to 6000
tran stuff from 澶溪 to 上庸, rea=189, anding=189,value from 600000 to 600000
tran stuff from 新野 to 上庸, rea=264, anding=264,value from 300000 to 300000
tran stuff from 襄阳 to 澶溪, rea=189, anding=189,value from 1000000 to 930000
tran stuff from 襄阳 to 澶溪, rea=189, anding=189,value from 1000000 to 930000
tran stuff from 澶溪 to 上庸, rea=189, anding=189,value from 1000000 to 930000
tran stuff from 澶溪 to 上庸, rea=189, anding=189,value from 800000 to 744000
tran gold from 上庸 to 汉中, rea=214, anding=214,value from 60000 to 56400
tran stuff from 上庸 to 汉中, rea=214, anding=214,value from 1000000 to 940000
tran stuff from 上庸 to 汉中, rea=214, anding=214,value from 1000000 to 1000000
tran troop from 公安 to 华容, rea=356, anding=162,value from 3470 to 3470
tran troop from 华容 to 赤壁, rea=346, anding=290,value from 3470 to 3470
tran troop from 赤壁 to 长沙, rea=336, anding=372,value from 3470 to 3470
tran troop from 寿春 to 汝南, rea=383, anding=309,value from 19031 to 19031
tran troop from 桂阳 to 长沙, rea=336, anding=374,value from 36004 to 36004
tran gold from 汉中 to 五丈原, rea=136, anding=136,value from 20000 to 18000
tran stuff from 汉中 to 五丈原, rea=136, anding=136,value from 1000000 to 910000
tran troop from 上庸 to 汉中, rea=389, anding=282,value from 6631 to 6631
tran troop from 汉中 to 五丈原, rea=379, anding=184,value from 6631 to 6631
tran stuff from 谯城 to 汝南, rea=298, anding=298,value from 1000000 to 1000000
tran stuff from 汝南 to 宛城, rea=175, anding=175,value from 400000 to 368000
tran troop from 宛城 to 洛阳城, rea=334, anding=192,value from 5000 to 5000
tran gold from 五丈原 to 长安城, rea=122, anding=122,value from 14185 to 12766
tran stuff from 五丈原 to 长安城, rea=122, anding=122,value from 928709 to 835838
tran gold from 汉中 to 五丈原, rea=202, anding=202,value from 14000 to 13020
tran stuff from 上庸 to 汉中, rea=276, anding=276,value from 800000 to 768000
tran stuff from 洛阳城 to 壶关, rea=184, anding=184,value from 200000 to 186000
tran stuff from 汉中 to 五丈原, rea=202, anding=202,value from 1000000 to 930000
tran stuff from 五丈原 to 长安城, rea=122, anding=122,value from 1000000 to 900000
tran stuff from 五丈原 to 长安城, rea=122, anding=122,value from 800000 to 720000
tran gold from 五丈原 to 长安城, rea=122, anding=122,value from 10000 to 9000
tran troop from 五丈原 to 长安城, rea=389, anding=180,value from 2043 to 2043
tran troop from 壶关 to 洛阳城, rea=371, anding=249,value from 18817 to 18817
tran stuff from 谯城 to 定陶, rea=245, anding=245,value from 500000 to 475000
tran stuff from 定陶 to 濮阳, rea=158, anding=158,value from 400000 to 364000
tran gold from 桂阳 to 长沙, rea=364, anding=364,value from 50000 to 50000
tran stuff from 桂阳 to 长沙, rea=362, anding=362,value from 1000000 to 1000000
tran stuff from 桂阳 to 长沙, rea=362, anding=362,value from 1000000 to 1000000
tran gold from 长沙 to 武陵, rea=267, anding=267,value from 30000 to 29100
tran gold from 武陵 to 夷陵, rea=155, anding=155,value from 28000 to 25480
tran gold from 夷陵 to 永安, rea=246, anding=246,value from 25000 to 23750
tran troop from 豫章 to 柴桑, rea=355, anding=213,value from 300 to 300
tran stuff from 桂阳 to 长沙, rea=316, anding=316,value from 1000000 to 990000
tran stuff from 桂阳 to 长沙, rea=316, anding=316,value from 1000000 to 980000
tran troop from 长沙 to 桂阳, rea=378, anding=343,value from 39128 to 39128
tran troop from 桂阳 to 长沙, rea=328, anding=343,value from 2950 to 2950
tran troop from 桂阳 to 长沙, rea=328, anding=343,value from 2500 to 2500
tran troop from 桂阳 to 长沙, rea=328, anding=343,value from 40000 to 40000
tran gold from 桂阳 to 长沙, rea=377, anding=377,value from 100000 to 100000
tran gold from 长沙 to 武陵, rea=265, anding=265,value from 100000 to 95000
tran stuff from 长沙 to 武陵, rea=265, anding=265,value from 1000000 to 960000
tran stuff from 长沙 to 武陵, rea=265, anding=265,value from 1000000 to 1000000
tran troop from 长沙 to 武陵, rea=372, anding=264,value from 40000 to 40000
tran troop from 武陵 to 夷陵, rea=362, anding=159,value from 40000 to 40000
tran gold from 武陵 to 夷陵, rea=159, anding=159,value from 100000 to 91000
tran stuff from 武陵 to 夷陵, rea=159, anding=159,value from 1000000 to 920000
